Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Registered nurses,Quebec,Outflow,Age 35-54,844.00,927.00,895.00,829.00,1007.00,952.00,1172.00,1115.00,1215.00,
Registered nurses,Quebec,Outflow,Age 55+,2336.00,2663.00,2037.00,1872.00,1989.00,1719.00,2112.00,2217.00,1713.00,
Registered nurses,Quebec,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Registered nurses,Quebec,Renewal,Total,65147.00,65629.00,65781.00,66468.00,67522.00,68443.00,69274.00,71992.00,72677.00,74006.00
Registered nurses,Quebec,Renewal,Age <35,17869.00,18384.00,18714.00,19145.00,19341.00,19826.00,19548.00,20436.00,20699.00,20499.00
Registered nurses,Quebec,Renewal,Age 35-54,34212.00,34585.00,35031.00,35473.00,36275.00,36881.00,37558.00,38598.00,39190.00,39839.00
Registered nurses,Quebec,Renewal,Age 55+,13066.00,12660.00,12036.00,11850.00,11906.00,11736.00,12168.00,12958.00,12788.00,13668.00
Registered nurses,Quebec,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Quebec,Employment status,Employed in profession,68435.00,68164.00,68498.00,69526.00,70217.00,70539.00,73062.00,73818.00,75735.00,77262.00
Registered nurses,Quebec,Employment status,Employed in other than profession and seeking employment in profession,,,,,,,,,,
Registered nurses,Quebec,Employment status,Employed in other than profession and not seeking employment in profession,,,,,,,,,,
Registered nurses,Quebec,Employment status,Not employed and seeking employment in profession,,,,,,,,,,
Registered nurses,Quebec,Employment status,Not employed and not seeking employment in profession,,,,,,,,,,
Registered nurses,Quebec,Employment status,Not stated,1607.00,2436.00,2131.00,1953.00,2478.00,2798.00,3650.00,3443.00,2520.00,2815.00
Registered nurses,Quebec,Location of graduation,Canadian educated,66866.00,67221.00,67058.00,67425.00,68186.00,68273.00,70937.00,70910.00,71254.00,71913.00
Registered nurses,Quebec,Location of graduation,Internationally educated,3176.00,3379.00,3571.00,4054.00,4509.00,5064.00,5775.00,6351.00,7001.00,8164.00
Registered nurses,Quebec,Location of graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Quebec,Years since graduation,<5 years,11467.00,11812.00,12207.00,12110.00,12144.00,11526.00,11659.00,11792.00,11076.00,11399.00
Registered nurses,Quebec,Years since graduation,5-10 years,13796.00,13864.00,13668.00,14034.00,14672.00,15293.00,16631.00,16477.00,17036.00,16989.00
Registered nurses,Quebec,Years since graduation,11-20 years,16729.00,17505.00,18443.00,19259.00,19991.00,21002.00,22383.00,23391.00,23917.00,24634.00
Registered nurses,Quebec,Years since graduation,21-30 years,14673.00,14558.00,14444.00,14572.00,14505.00,13932.00,13352.00,13183.00,13826.00,14904.00
Registered nurses,Quebec,Years since graduation,31+ years,13377.00,12861.00,11867.00,11504.00,11383.00,11583.00,12687.00,12417.00,12398.00,12150.00
Registered nurses,Quebec,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00
Registered nurses,Ontario,Supply,Total,102490.00,102006.00,101912.00,102396.00,103877.00,104976.00,106595.00,108040.00,110510.00,115406.00
Registered nurses,Ontario,Age,Age <25,2600.00,2341.00,2365.00,2628.00,2924.00,3038.00,3095.00,2963.00,2924.00,3076.00
Registered nurses,Ontario,Age,Age 25-34,21116.00,21816.00,22673.00,23830.00,25484.00,26704.00,28107.00,29036.00,30264.00,32179.00
Registered nurses,Ontario,Age,Age 35-44,20984.00,20729.00,20598.00,20806.00,21276.00,22067.00,23204.00,24623.00,26968.00,30172.00
Registered nurses,Ontario,Age,Age 45-54,27002.00,26608.00,26060.00,25293.00,24342.00,23811.00,23372.00,22991.00,22471.00,22421.00
Registered nurses,Ontario,Age,Age 55-64,24182.00,23695.00,23218.00,22831.00,22744.00,22284.00,21886.00,21491.00,21038.00,20683.00
Registered nurses,Ontario,Age,Age 65+,6605.00,6816.00,6998.00,7008.00,7107.00,7072.00,6931.00,6936.00,6845.00,6875.00
Registered nurses,Ontario,Age,Not stated,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Ontario,Age,Average age,46.30,46.20,46.00,45.60,45.20,44.90,44.50,44.30,43.90,43.50
Registered nurses,Ontario,Sex,Female,96079.00,95336.00,94958.00,95043.00,96000.00,96642.00,97807.00,98770.00,100608.00,104438.00
Registered nurses,Ontario,Sex,Male,6411.00,6670.00,6954.00,7353.00,7876.00,8330.00,8771.00,9234.00,9843.00,10579.00
Registered nurses,Ontario,Sex,Not stated,0.00,0.00,0.00,0.00,1.00,4.00,17.00,36.00,59.00,389.00
Registered nurses,Ontario,Inflow,Total,4985.00,4214.00,4783.00,5481.00,6275.00,6062.00,6566.00,6657.00,8179.00,10582.00
Registered nurses,Ontario,Inflow,Age <35,3924.00,3282.00,3797.00,4331.00,5002.00,4740.00,4977.00,4814.00,5459.00,6770.00
Registered nurses,Ontario,Inflow,Age 35-54,922.00,799.00,860.00,986.00,1123.00,1197.00,1297.00,1601.00,2485.00,3532.00
Registered nurses,Ontario,Inflow,Age 55+,139.00,133.00,126.00,164.00,150.00,125.00,292.00,242.00,235.00,280.00
Registered nurses,Ontario,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Ontario,Outflow,Total,4698.00,4877.00,4997.00,4794.00,4963.00,4947.00,5212.00,5709.00,5686.00,
Registered nurses,Ontario,Outflow,Age <35,838.00,891.00,799.00,813.00,950.00,851.00,1230.00,1411.00,1504.00,
Registered nurses,Ontario,Outflow,Age 35-54,808.00,782.00,748.00,826.00,807.00,826.00,1030.00,1176.00,1262.00,
Registered nurses,Ontario,Outflow,Age 55+,3052.00,3204.00,3450.00,3155.00,3206.00,3270.00,2952.00,3122.00,2920.00,
Registered nurses,Ontario,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Registered nurses,Ontario,Renewal,Total,97505.00,97792.00,97129.00,96915.00,97602.00,98914.00,100029.00,101383.00,102331.00,104824.00
Registered nurses,Ontario,Renewal,Age <35,19792.00,20875.00,21241.00,22127.00,23406.00,25002.00,26225.00,27185.00,27729.00,28485.00
Registered nurses,Ontario,Renewal,Age 35-54,47064.00,46538.00,45798.00,45113.00,44495.00,44681.00,45279.00,46013.00,46954.00,49061.00
Registered nurses,Ontario,Renewal,Age 55+,30648.00,30378.00,30090.00,29675.00,29701.00,29231.00,28525.00,28185.00,27648.00,27278.00
Registered nurses,Ontario,Renewal,Age not stated,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Ontario,Employment status,Employed in profession,95659.00,95609.00,94948.00,95814.00,97575.00,97920.00,98899.00,99839.00,101599.00,106523.00
Registered nurses,Ontario,Employment status,Employed in other than profession and seeking employment in profession,458.00,386.00,360.00,363.00,421.00,420.00,332.00,345.00,456.00,676.00
Registered nurses,Ontario,Employment status,Employed in other than profession and not seeking employment in profession,330.00,244.00,232.00,265.00,243.00,237.00,284.00,286.00,361.00,359.00
Registered nurses,Ontario,Employment status,Not employed and seeking employment in profession,2165.00,2135.00,2077.00,2016.00,2148.00,2119.00,2119.00,2405.00,2681.00,3134.00
Registered nurses,Ontario,Employment status,Not employed and not seeking employment in profession,1518.00,1642.00,1693.00,1581.00,1373.00,1400.00,1618.00,1705.00,1861.00,1477.00
Registered nurses,Ontario,Employment status,Not stated,2360.00,1990.00,2602.00,2357.00,2117.00,2880.00,3343.00,3460.00,3552.00,3237.00
Registered nurses,Ontario,Location of graduation,Canadian educated,90545.00,90104.00,90160.00,90846.00,92027.00,92824.00,94020.00,94652.00,94756.00,95493.00
Registered nurses,Ontario,Location of graduation,Internationally educated,11681.00,11583.00,11449.00,11454.00,11756.00,12060.00,12487.00,13384.00,15749.00,19908.00
Registered nurses,Ontario,Location of graduation,Not stated,264.00,319.00,303.00,96.00,94.00,92.00,88.00,4.00,5.00,5.00
Registered nurses,Ontario,Years since graduation,<5 years,13529.00,13157.00,12904.00,13406.00,14384.00,15113.00,16006.00,16024.00,15641.00,15846.00
Registered nurses,Ontario,Years since graduation,5-10 years,14168.00,15778.00,17417.00,18266.00,19348.00,20255.00,20930.00,21501.00,22516.00,24012.00
Registered nurses,Ontario,Years since graduation,11-20 years,21193.00,20220.00,19876.00,20439.00,21024.00,21919.00,23521.00,25471.00,28196.00,31033.00
Registered nurses,Ontario,Years since graduation,21-30 years,24011.00,23144.00,23320.00,22448.00,21857.00,21295.00,20453.00,19792.00,19456.00,20232.00
Registered nurses,Ontario,Years since graduation,31+ years,29270.00,29327.00,28225.00,27805.00,27231.00,26362.00,25654.00,25252.00,24701.00,24283.00
Registered nurses,Ontario,Years since graduation,Not stated,319.00,380.00,170.00,32.00,33.00,32.00,31.00,0.00,0.00,0.00
Registered nurses,Manitoba,Supply,Total,12634.00,12707.00,13126.00,13172.00,12995.00,12856.00,13149.00,13283.00,13460.00,13895.00
Registered nurses,Manitoba,Age,Age <25,188.00,169.00,301.00,345.00,288.00,291.00,317.00,326.00,120.00,335.00
Registered nurses,Manitoba,Age,Age 25-34,2957.00,3064.00,3278.00,3356.00,3376.00,3327.00,3371.00,3419.00,3212.00,3499.00
Registered nurses,Manitoba,Age,Age 35-44,2785.00,2833.00,2891.00,2910.00,2983.00,3132.00,3337.00,3510.00,3788.00,4001.00
Registered nurses,Manitoba,Age,Age 45-54,3300.00,3192.00,3206.00,3146.00,3056.00,2934.00,3005.00,2951.00,2938.00,2954.00
Registered nurses,Manitoba,Age,Age 55-64,2841.00,2853.00,2851.00,2796.00,2680.00,2611.00,2527.00,2474.00,2605.00,2428.00
Registered nurses,Manitoba,Age,Age 65+,563.00,596.00,599.00,619.00,612.00,561.00,592.00,603.00,797.00,678.00
Registered nurses,Manitoba,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Manitoba,Age,Average age,45.70,45.20,46.40,46.00,45.30,45.10,,46.00,46.80,46.30
Registered nurses,Manitoba,Sex,Female,11576.00,11605.00,11937.00,11993.00,11492.00,10918.00,,10428.00,9830.00,9098.00
Registered nurses,Manitoba,Sex,Male,1058.00,1102.00,1142.00,1177.00,1166.00,1135.00,,1160.00,1085.00,1011.00
Registered nurses,Manitoba,Sex,Not stated,0.00,0.00,47.00,2.00,337.00,803.00,,1695.00,2545.00,3786.00
Registered nurses,Manitoba,Inflow,Total,775.00,667.00,497.00,693.00,540.00,589.00,564.00,808.00,784.00,1138.00
Registered nurses,Manitoba,Inflow,Age <35,555.00,513.00,381.00,556.00,411.00,467.00,446.00,609.00,526.00,641.00
Registered nurses,Manitoba,Inflow,Age 35-54,188.00,129.00,98.00,117.00,109.00,110.00,104.00,176.00,230.00,459.00
Registered nurses,Manitoba,Inflow,Age 55+,32.00,25.00,18.00,20.00,20.00,12.00,14.00,23.00,28.00,38.00
Registered nurses,Manitoba,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Manitoba,Outflow,Total,594.00,78.00,647.00,717.00,728.00,671.00,674.00,607.00,703.00,
Registered nurses,Manitoba,Outflow,Age <35,125.00,35.00,115.00,118.00,134.00,107.00,144.00,141.00,141.00,
Registered nurses,Manitoba,Outflow,Age 35-54,133.00,26.00,137.00,116.00,124.00,127.00,154.00,180.00,229.00,
Registered nurses,Manitoba,Outflow,Age 55+,336.00,17.00,395.00,483.00,470.00,437.00,376.00,286.00,333.00,
Registered nurses,Manitoba,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Registered nurses,Manitoba,Renewal,Total,11859.00,12040.00,12629.00,12479.00,12455.00,12267.00,12585.00,12475.00,12676.00,12757.00
Registered nurses,Manitoba,Renewal,Age <35,2590.00,2720.00,3198.00,3145.00,3253.00,3151.00,3242.00,3136.00,2806.00,3193.00
Registered nurses,Manitoba,Renewal,Age 35-54,5897.00,5896.00,5999.00,5939.00,5930.00,5956.00,6238.00,6285.00,6496.00,6496.00
Registered nurses,Manitoba,Renewal,Age 55+,3372.00,3424.00,3432.00,3395.00,3272.00,3160.00,3105.00,3054.00,3374.00,3068.00
Registered nurses,Manitoba,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Manitoba,Employment status,Employed in profession,12165.00,12203.00,12282.00,11670.00,,,,,,
Registered nurses,Manitoba,Employment status,Employed in other than profession and seeking employment in profession,0.00,0.00,0.00,55.00,,,,,,
Registered nurses,Manitoba,Employment status,Employed in other than profession and not seeking employment in profession,0.00,0.00,0.00,56.00,,,,,,
Registered nurses,Manitoba,Employment status,Not employed and seeking employment in profession,78.00,73.00,66.00,91.00,,,,,,
Registered nurses,Manitoba,Employment status,Not employed and not seeking employment in profession,39.00,30.00,31.00,46.00,,,,,,
Registered nurses,Manitoba,Employment status,Not stated,352.00,401.00,747.00,1254.00,,,,,,
Registered nurses,Manitoba,Location of graduation,Canadian educated,11426.00,11481.00,11848.00,11872.00,11673.00,11517.00,11777.00,11830.00,11924.00,11993.00
Registered nurses,Manitoba,Location of graduation,Internationally educated,1208.00,1226.00,1273.00,1299.00,1321.00,1339.00,1372.00,1453.00,1536.00,1900.00
Registered nurses,Manitoba,Location of graduation,Not stated,0.00,0.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00
Registered nurses,Manitoba,Years since graduation,<5 years,1781.00,1791.00,1709.00,1737.00,1724.00,1676.00,1598.00,1637.00,1721.00,1762.00
Registered nurses,Manitoba,Years since graduation,5-10 years,2665.00,2640.00,2676.00,2665.00,2526.00,2488.00,2646.00,2645.00,2557.00,2539.00
Registered nurses,Manitoba,Years since graduation,11-20 years,2267.00,2426.00,2688.00,2911.00,3167.00,3485.00,3881.00,4194.00,4416.00,4754.00
Registered nurses,Manitoba,Years since graduation,21-30 years,3000.00,2956.00,2875.00,2729.00,2602.00,2373.00,2205.00,2025.00,1950.00,1980.00
Registered nurses,Manitoba,Years since graduation,31+ years,2921.00,2894.00,3178.00,3130.00,2976.00,2834.00,2819.00,2782.00,2816.00,2858.00
Registered nurses,Manitoba,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
Registered nurses,Saskatchewan,Supply,Total,10226.00,10507.00,10677.00,10825.00,10940.00,11182.00,11307.00,11564.00,11760.00,12505.00
Registered nurses,Saskatchewan,Age,Age <25,274.00,363.00,366.00,382.00,433.00,447.00,415.00,434.00,442.00,485.00
Registered nurses,Saskatchewan,Age,Age 25-34,2912.00,3111.00,3268.00,3426.00,3467.00,3623.00,3651.00,3747.00,3738.00,3942.00
Registered nurses,Saskatchewan,Age,Age 35-44,2068.00,2179.00,2308.00,2442.00,2632.00,2778.00,3030.00,3231.00,3472.00,3911.00
Registered nurses,Saskatchewan,Age,Age 45-54,2261.00,2210.00,2168.00,2133.00,2057.00,2030.00,2002.00,2008.00,2043.00,2145.00
Registered nurses,Saskatchewan,Age,Age 55-64,2294.00,2219.00,2105.00,1976.00,1863.00,1823.00,1742.00,1677.00,1620.00,1576.00
Registered nurses,Saskatchewan,Age,Age 65+,417.00,425.00,462.00,466.00,488.00,481.00,467.00,467.00,445.00,446.00
Registered nurses,Saskatchewan,Age,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Saskatchewan,Age,Average age,44.10,43.40,43.00,42.40,42.00,41.80,41.50,41.40,41.20,40.90
Registered nurses,Saskatchewan,Sex,Female,9585.00,9808.00,9952.00,10058.00,10143.00,10344.00,10449.00,10658.00,10809.00,11395.00
Registered nurses,Saskatchewan,Sex,Male,641.00,699.00,725.00,767.00,797.00,837.00,857.00,904.00,950.00,1109.00
Registered nurses,Saskatchewan,Sex,Not stated,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,1.00
Registered nurses,Saskatchewan,Inflow,Total,567.00,972.00,767.00,820.00,736.00,834.00,751.00,831.00,859.00,1341.00
Registered nurses,Saskatchewan,Inflow,Age <35,412.00,751.00,618.00,657.00,605.00,662.00,547.00,624.00,590.00,766.00
Registered nurses,Saskatchewan,Inflow,Age 35-54,124.00,186.00,119.00,138.00,108.00,135.00,139.00,161.00,234.00,541.00
Registered nurses,Saskatchewan,Inflow,Age 55+,31.00,35.00,30.00,25.00,23.00,37.00,65.00,46.00,35.00,34.00
Registered nurses,Saskatchewan,Inflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Saskatchewan,Outflow,Total,691.00,597.00,672.00,621.00,592.00,626.00,574.00,663.00,596.00,
Registered nurses,Saskatchewan,Outflow,Age <35,199.00,142.00,169.00,168.00,183.00,155.00,160.00,202.00,156.00,
Registered nurses,Saskatchewan,Outflow,Age 35-54,137.00,119.00,123.00,105.00,125.00,120.00,129.00,159.00,160.00,
Registered nurses,Saskatchewan,Outflow,Age 55+,355.00,336.00,380.00,348.00,284.00,351.00,285.00,302.00,280.00,
Registered nurses,Saskatchewan,Outflow,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Registered nurses,Saskatchewan,Renewal,Total,9659.00,9535.00,9910.00,10005.00,10204.00,10348.00,10556.00,10733.00,10901.00,11164.00
Registered nurses,Saskatchewan,Renewal,Age <35,2774.00,2723.00,3016.00,3151.00,3295.00,3408.00,3519.00,3557.00,3590.00,3661.00
Registered nurses,Saskatchewan,Renewal,Age 35-54,4205.00,4203.00,4357.00,4437.00,4581.00,4673.00,4893.00,5078.00,5281.00,5515.00
Registered nurses,Saskatchewan,Renewal,Age 55+,2680.00,2609.00,2537.00,2417.00,2328.00,2267.00,2144.00,2098.00,2030.00,1988.00
Registered nurses,Saskatchewan,Renewal,Age not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Saskatchewan,Employment status,Employed in profession,10054.00,10264.00,10416.00,10538.00,10637.00,10753.00,10843.00,11140.00,11180.00,11619.00
Registered nurses,Saskatchewan,Employment status,Employed in other than profession and seeking employment in profession,35.00,71.00,91.00,79.00,94.00,12.00,19.00,11.00,18.00,21.00
Registered nurses,Saskatchewan,Employment status,Employed in other than profession and not seeking employment in profession,10.00,15.00,14.00,6.00,11.00,10.00,7.00,3.00,8.00,12.00
Registered nurses,Saskatchewan,Employment status,Not employed and seeking employment in profession,98.00,122.00,121.00,165.00,164.00,52.00,51.00,40.00,49.00,53.00
Registered nurses,Saskatchewan,Employment status,Not employed and not seeking employment in profession,12.00,18.00,15.00,18.00,13.00,10.00,15.00,10.00,7.00,12.00
Registered nurses,Saskatchewan,Employment status,Not stated,17.00,17.00,20.00,19.00,21.00,345.00,372.00,360.00,498.00,788.00
Registered nurses,Saskatchewan,Location of graduation,Canadian educated,9299.00,9507.00,9667.00,9876.00,9999.00,10219.00,10371.00,10595.00,10686.00,10882.00
Registered nurses,Saskatchewan,Location of graduation,Internationally educated,803.00,873.00,879.00,937.00,941.00,961.00,935.00,969.00,1074.00,1069.00
Registered nurses,Saskatchewan,Location of graduation,Not stated,124.00,127.00,131.00,12.00,0.00,2.00,1.00,0.00,0.00,554.00
Registered nurses,Saskatchewan,Years since graduation,<5 years,1591.00,1819.00,1876.00,1968.00,2167.00,2106.00,2088.00,2049.00,2014.00,2074.00
Registered nurses,Saskatchewan,Years since graduation,5-10 years,2153.00,2151.00,2320.00,2444.00,2389.00,2554.00,2651.00,2811.00,2854.00,2948.00
Registered nurses,Saskatchewan,Years since graduation,11-20 years,1757.00,1964.00,2057.00,2196.00,2410.00,2695.00,2957.00,3215.00,3493.00,4084.00
Registered nurses,Saskatchewan,Years since graduation,21-30 years,2018.00,2014.00,1970.00,1947.00,1828.00,1737.00,1588.00,1514.00,1489.00,1523.00
Registered nurses,Saskatchewan,Years since graduation,31+ years,2707.00,2559.00,2454.00,2270.00,2146.00,2090.00,2023.00,1975.00,1910.00,1876.00
Registered nurses,Saskatchewan,Years since graduation,Not stated,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Registered nurses,Alberta,Supply,Total,34764.00,34992.00,35448.00,35691.00,35907.00,36394.00,36288.00,36302.00,37202.00,42694.00
